entity,n_days,active_days,peak_daily,neg_days,neg_max_magnitude,gap_runs,gap_longest,fill_runs,fill_longest,dump_days,dump_max_ratio,weekday_amplitude,weekday_p,neg_rate,gap_severity,fill_severity,dump_rate,weekday_amp,heaping,benford_mad,benford_p,benford_verdict,terminal_p,terminal_verdict,pen_neg_rate,pen_gap_severity,pen_fill_severity,pen_dump_rate,pen_weekday_amp,pen_heaping,pen_benford_mad,penalty,reliability_index,worst_component,worst_component_desc
Somalia,1142,507,1066.0,0,0.0,35,14,0,0,0,0.0,1.1070191363666602,0.003992015968063872,0.0,14.0,0.0,0.0,1.1070191363666602,0.02616279069767441,0.015566498342987215,0.3185114197468051,nonconformity,0.7765034935455528,uniform,0.0,1.0,0.0,0.0,1.0,0.05232558139534882,0.5188832780995738,0.333793001114281,66.6206998885719,gap_severity,reporting stopped mid-epidemic
Madagascar,1142,701,2295.0,1,7.0,60,12,0,0,1,22.75,1.720815801657143,0.001996007984031936,0.0014265335235378032,12.0,0.0,0.5210413694721826,1.720815801657143,0.01273885350318471,0.013851991984600472,0.17455407865359085,marginal,0.07398288005016189,uniform,0.07132667617689016,0.8571428571428571,0.0,0.08684022824536376,1.0,0.02547770700636942,0.4617330661533491,0.33277110740223403,66.7228892597766,weekday_amp,cases reported in weekday batches
Oman,1142,975,6146.0,0,0.0,27,38,0,0,0,0.0,1.988978803446226,0.001996007984031936,0.0,38.0,0.0,0.0,1.988978803446226,0.0,0.019053765416629967,0.002959967130115905,nonconformity,0.4636169638331722,uniform,0.0,1.0,0.0,0.0,1.0,0.0,0.6351255138876656,0.33175627569438326,66.82437243056168,gap_severity,reporting stopped mid-epidemic
Barbados,1142,683,1329.0,0,0.0,14,16,0,0,1,8.80952380952381,0.806502540386798,0.001996007984031936,0.0,16.0,0.0,0.5347730600292826,0.806502540386798,0.0,0.0265695142659555,9.681146877115127e-07,nonconformity,0.3226203532760389,uniform,0.0,1.0,0.0,0.08912884333821376,0.806502540386798,0.0,0.8856504755318501,0.3286272313353442,67.13727686646558,gap_severity,reporting stopped mid-epidemic
Canada,1142,1093,63678.0,2,8046.0,1,3,0,0,12,10.561108362196933,0.9247258476706576,0.001996007984031936,0.0018298261665141812,3.0,0.0,4.010064043915828,0.9247258476706576,0.0,0.021351191672523084,3.3590089016054947e-07,nonconformity,0.22104703245574772,uniform,0.09149130832570906,0.21428571428571427,0.0,0.6683440073193047,0.9247258476706576,0.0,0.7117063890841029,0.3249869165106984,67.50130834893015,weekday_amp,cases reported in weekday batches
Thailand,1142,880,47149.0,2,9342.0,23,9,0,0,0,0.0,1.063642158990894,0.001996007984031936,0.0022727272727272726,9.0,0.0,0.0,1.063642158990894,0.014913657770800615,0.030704516396492767,5.505121060485984e-13,nonconformity,0.890363767942462,uniform,0.11363636363636363,0.6428571428571429,0.0,0.0,1.0,0.02982731554160123,1.0,0.3236299414870843,67.63700585129158,weekday_amp,cases reported in weekday batches
Switzerland,1142,1097,89462.0,0,0.0,53,12,0,0,0,0.0,2.478972537578582,0.001996007984031936,0.0,12.0,0.0,0.0,2.478972537578582,0.009856630824372735,0.019974030363138433,0.00023383538478993895,nonconformity,0.7598266953716583,uniform,0.0,0.8571428571428571,0.0,0.0,1.0,0.01971326164874547,0.6658010121046144,0.3148184684239711,68.5181531576029,weekday_amp,cases reported in weekday batches
France,1142,1085,503349.0,12,348840.0,1,3,0,0,5,16.15631964342566,0.6569576116852176,0.001996007984031936,0.011059907834101382,3.0,0.0,1.683179723502304,0.6569576116852176,0.0,0.017216323916890878,0.0013198482159146986,nonconformity,0.7374944739932234,uniform,0.5529953917050691,0.21428571428571427,0.0,0.28052995391705066,0.6569576116852176,0.0,0.5738774638963626,0.31205894351902935,68.79410564809707,neg_rate,impossible negative daily counts
Belgium,1142,1094,133480.0,0,0.0,49,13,0,0,0,0.0,1.5781876447405347,0.001996007984031936,0.0,13.0,0.0,0.0,1.5781876447405347,0.0,0.013208970994954041,0.0033389662761819346,marginal,0.7001179825717312,uniform,0.0,0.9285714285714286,0.0,0.0,1.0,0.0,0.44029903316513475,0.311300665943971,68.86993340560291,weekday_amp,cases reported in weekday batches
Libya,1142,752,5694.0,0,0.0,7,8,0,0,2,7.955555555555556,1.1402654125699465,0.001996007984031936,0.0,8.0,0.0,0.9714095744680851,1.1402654125699465,0.0,0.03296806391650192,1.1065591514185774e-13,nonconformity,0.06225501688095592,uniform,0.0,0.5714285714285714,0.0,0.16190159574468085,1.0,0.0,1.0,0.3099995250759878,69.00004749240122,weekday_amp,cases reported in weekday batches
Moldova,1142,1075,10147.0,0,0.0,45,12,0,0,1,9.384615384615385,1.4796377140275616,0.001996007984031936,0.0,12.0,0.0,0.3397674418604651,1.4796377140275616,0.007092198581560259,0.012481188740431763,0.07307731962028091,marginal,0.8392258917363581,uniform,0.0,0.8571428571428571,0.0,0.056627906976744184,1.0,0.014184397163120518,0.4160396246810588,0.3099952554264612,69.00047445735387,weekday_amp,cases reported in weekday batches
North Macedonia,1142,1065,2332.0,1,24.0,16,14,0,0,0,0.0,0.6859104025000408,0.001996007984031936,0.0009389671361502347,14.0,0.0,0.0,0.6859104025000408,0.049999999999999975,0.01956122472161774,9.897344323744068e-06,nonconformity,0.24059604906965468,uniform,0.046948356807511735,1.0,0.0,0.0,0.6859104025000408,0.09999999999999995,0.6520408240539247,0.30987827293920467,69.01217270607954,gap_severity,reporting stopped mid-epidemic
Tunisia,1142,1002,27340.0,1,573.0,52,7,0,0,3,15.990215264187867,2.2207346113215456,0.001996007984031936,0.000998003992015968,7.0,0.0,1.0935628742514971,2.2207346113215456,0.0036563071297988914,0.027648268181955357,2.748222970179138e-09,nonconformity,0.765414008892562,uniform,0.049900199600798396,0.5,0.0,0.1822604790419162,1.0,0.007312614259597783,0.921608939398512,0.3094964508853123,69.05035491146877,weekday_amp,cases reported in weekday batches
Iraq,1142,1042,13515.0,0,0.0,17,13,0,0,0,0.0,0.8658068372186947,0.001996007984031936,0.0,13.0,0.0,0.0,0.8658068372186947,0.0,0.02413262102957399,3.2083287438196544e-10,nonconformity,0.6204754979521636,uniform,0.0,0.9285714285714286,0.0,0.0,0.8658068372186947,0.0,0.8044207009857997,0.3093777749178085,69.06222250821915,gap_severity,reporting stopped mid-epidemic
Suriname,1142,696,1404.0,0,0.0,12,31,0,0,1,5.571428571428571,0.7466455527507626,0.001996007984031936,0.0,31.0,0.0,0.5247844827586207,0.7466455527507626,0.02590090090090088,0.01573481192400968,0.07293055350841095,nonconformity,0.9314341115662252,uniform,0.0,1.0,0.0,0.08746408045977011,0.7466455527507626,0.05180180180180176,0.5244937308003227,0.30911140179186636,69.08885982081337,gap_severity,reporting stopped mid-epidemic
Haiti,1142,711,284.0,1,35.0,8,8,1,3,7,17.0,0.305348859024015,0.05588822355289421,0.0014064697609001407,8.0,3.0,3.595991561181435,0.305348859024015,0.0,0.02357276730516207,8.621142462774633e-07,nonconformity,0.5812407615006926,uniform,0.07032348804500703,0.5714285714285714,0.21428571428571427,0.5993319268635725,0.305348859024015,0.0,0.785758910172069,0.3069119038578858,69.30880961421141,dump_rate,batch releases of withheld cases
Greece,1142,1037,367629.0,0,0.0,26,8,0,0,4,9.176470588235293,1.5335919367623372,0.001996007984031936,0.0,8.0,0.0,1.4088717454194792,1.5335919367623372,0.0,0.0211949311032803,5.5965637857049115e-09,nonconformity,0.3800803251229345,uniform,0.0,0.5714285714285714,0.0,0.23481195756991322,1.0,0.0,0.7064977034426767,0.30626096452190654,69.37390354780935,weekday_amp,cases reported in weekday batches
Saint Kitts and Nevis,1142,186,238.0,0,0.0,1,3,0,0,1,5.580645161290323,0.848079674380452,0.003992015968063872,0.0,3.0,0.0,1.9637096774193548,0.848079674380452,,0.04220419656730447,0.0004976093485260271,nonconformity,,insufficient-data,0.0,0.21428571428571427,0.0,0.3272849462365591,0.848079674380452,,1.0,0.3040559414534221,69.5944058546578,weekday_amp,cases reported in weekday batches
Armenia,1142,974,4388.0,0,0.0,26,13,0,0,0,0.0,0.908469178246949,0.001996007984031936,0.0,13.0,0.0,0.0,0.908469178246949,0.0,0.015092716572451913,0.03518377748752558,nonconformity,0.9316541461574547,uniform,0.0,0.9285714285714286,0.0,0.0,0.908469178246949,0.0,0.5030905524150638,0.30071061864350984,69.92893813564902,gap_severity,reporting stopped mid-epidemic
Bhutan,1142,366,2291.0,0,0.0,19,7,0,0,1,7.6923076923076925,2.1541673344598014,0.001996007984031936,0.0,7.0,0.0,0.9979508196721312,2.1541673344598014,0.0,0.04597402180065154,2.7092437336434733e-09,nonconformity,0.0780859925596112,uniform,0.0,0.5,0.0,0.16632513661202186,1.0,0.0,1.0,0.29994877049180324,70.00512295081968,weekday_amp,cases reported in weekday batches
Sweden,1142,1096,138985.0,0,0.0,131,7,0,0,1,5.67355969704706,2.982739950319522,0.001996007984031936,0.0,7.0,0.0,0.33325729927007297,2.982739950319522,0.04030710172744721,0.028049680022488137,2.3811364912551396e-07,nonconformity,0.48828373542648706,uniform,0.0,0.5,0.0,0.05554288321167883,1.0,0.08061420345489442,0.9349893340829379,0.29217302970413284,70.78269702958671,weekday_amp,cases reported in weekday batches
Portugal,1142,1089,77281.0,1,161.0,26,15,0,0,2,7.03265306122449,0.47607314148686586,0.001996007984031936,0.0009182736455463728,15.0,0.0,0.6707988980716253,0.47607314148686586,0.022877618522601957,0.021017387524295855,2.745425558735473e-06,nonconformity,0.4685598942813354,uniform,0.04591368227731864,1.0,0.0,0.11179981634527088,0.47607314148686586,0.045755237045203914,0.7005795841431952,0.2892559448942245,71.07440551057755,gap_severity,reporting stopped mid-epidemic
Bosnia and Herzegovina,1142,1052,5254.0,0,0.0,12,7,1,3,2,6.125,1.5247664057935044,0.001996007984031936,0.0,7.0,3.0,0.6943916349809887,1.5247664057935044,0.0,0.008782133660310245,0.5664545813814557,acceptable,0.6619420023631768,uniform,0.0,0.5,0.21428571428571427,0.11573193916349811,1.0,0.0,0.29273778867700817,0.2891395374512322,71.08604625487678,weekday_amp,cases reported in weekday batches
Trinidad and Tobago,1142,893,1259.0,0,0.0,23,10,0,0,0,0.0,1.317164086252279,0.001996007984031936,0.0,10.0,0.0,0.0,1.317164086252279,0.00524809160305343,0.017021633992958158,0.00036534056079079794,nonconformity,0.907860453833762,uniform,0.0,0.7142857142857143,0.0,0.0,1.0,0.01049618320610686,0.567387799765272,0.28708667461203674,71.29133253879633,weekday_amp,cases reported in weekday batches
Spain,1142,1099,372766.0,5,74347.0,61,7,0,0,0,0.0,2.2088921725577166,0.001996007984031936,0.004549590536851683,7.0,0.0,0.0,2.2088921725577166,0.0,0.00934666473954719,0.6871579737724235,acceptable,0.10089743598048731,uniform,0.22747952684258416,0.5,0.0,0.0,1.0,0.0,0.3115554913182397,0.2860736799344288,71.39263200655712,weekday_amp,cases reported in weekday batches
Cyprus,1142,947,15386.0,0,0.0,47,7,1,3,0,0.0,2.2901683174877805,0.001996007984031936,0.0,7.0,3.0,0.0,2.2901683174877805,0.0,0.01723705739627447,0.0009394219766763222,nonconformity,0.25497970617937527,uniform,0.0,0.5,0.21428571428571427,0.0,1.0,0.0,0.5745685798758158,0.2858712861366479,71.41287138633521,weekday_amp,cases reported in weekday batches
El Salvador,1142,858,12677.0,1,92.0,42,45,0,0,1,6.979020979020979,0.3196477941723731,0.6387225548902196,0.0011655011655011655,45.0,0.0,0.4256993006993007,0.3196477941723731,0.04077540106951872,0.04077321375244778,9.556320812672963e-13,nonconformity,0.04445823537104703,uniform,0.05827505827505827,1.0,0.0,0.07094988344988344,0.3196477941723731,0.08155080213903744,1.0,0.28247728361920577,71.75227163807942,gap_severity,reporting stopped mid-epidemic
Peru,1142,1084,67101.0,10,65286.0,0,0,0,0,12,21.221062618595827,0.43409965347027235,0.06986027944111776,0.00922509225092251,0.0,0.0,4.043357933579336,0.43409965347027235,0.0,0.013663108398762601,0.0011178280675468932,marginal,0.4618471108258606,uniform,0.46125461254612543,0.0,0.0,0.6738929889298894,0.43409965347027235,0.0,0.45543694662542006,0.28122166620052036,71.87783337994796,dump_rate,batch releases of withheld cases
Belize,1142,724,1517.0,0,0.0,30,7,0,0,2,6.0,1.3323496390983656,0.001996007984031936,0.0,7.0,0.0,1.0089779005524862,1.3323496390983656,0.0,0.017490652558673984,0.013998583124996158,nonconformity,0.43822637334201553,uniform,0.0,0.5,0.0,0.16816298342541436,1.0,0.0,0.5830217519557995,0.27937553511160207,72.0624464888398,weekday_amp,cases reported in weekday batches
Azerbaijan,1142,1040,7779.0,1,25.0,4,13,0,0,3,10.5,0.549607129072562,0.001996007984031936,0.0009615384615384616,13.0,0.0,1.0536057692307692,0.549607129072562,0.0,0.012862103059533418,0.0004264254149063916,marginal,0.7463806893902694,uniform,0.04807692307692308,0.9285714285714286,0.0,0.17560096153846153,0.549607129072562,0.0,0.42873676865111393,0.27911915092530815,72.08808490746918,gap_severity,reporting stopped mid-epidemic
Estonia,1142,980,8438.0,1,770.0,44,7,0,0,0,0.0,2.355502654797667,0.001996007984031936,0.0010204081632653062,7.0,0.0,0.0,2.355502654797667,0.01901669758812615,0.021457175513270477,8.755753924378469e-05,nonconformity,0.8479892746649699,uniform,0.05102040816326531,0.5,0.0,0.0,1.0,0.0380333951762523,0.7152391837756826,0.276671050097875,72.3328949902125,weekday_amp,cases reported in weekday batches
Argentina,1142,1082,139853.0,0,0.0,47,8,0,0,0,0.0,1.2909462707778805,0.001996007984031936,0.0,8.0,0.0,0.0,1.2909462707778805,0.0,0.023854106354100405,4.5305852636029865e-07,nonconformity,0.855349630901533,uniform,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.7951368784700136,0.2754711296377864,72.45288703622136,weekday_amp,cases reported in weekday batches
Jordan,1142,847,25502.0,1,110.0,31,8,0,0,0,0.0,1.4931158545451417,0.001996007984031936,0.0011806375442739079,8.0,0.0,0.0,1.4931158545451417,0.022643253234750464,0.010605827296212506,0.3688937222081499,acceptable,0.8172387805025394,uniform,0.05903187721369539,0.5714285714285714,0.0,0.0,1.0,0.04528650646950093,0.3535275765404169,0.27199001595447075,72.80099840455291,weekday_amp,cases reported in weekday batches
Uzbekistan,1142,1069,1478.0,0,0.0,8,10,1,3,3,8.047619047619047,0.5062410409611806,0.001996007984031936,0.0,10.0,3.0,1.025023386342376,0.5062410409611806,0.0,0.01800711631367148,6.000095906014344e-05,nonconformity,0.2512567917242065,uniform,0.0,0.7142857142857143,0.21428571428571427,0.1708372310570627,0.5062410409611806,0.0,0.6002372104557161,0.2708593156112366,72.91406843887633,gap_severity,reporting stopped mid-epidemic
Taiwan*,1142,570,128954.0,2,2.0,1,15,0,0,0,0.0,0.27740171578455586,0.001996007984031936,0.0035087719298245615,15.0,0.0,0.0,0.27740171578455586,0.03485254691689008,0.01899937178689527,2.288058152799216e-05,nonconformity,0.8708306197067097,uniform,0.17543859649122806,1.0,0.0,0.0,0.27740171578455586,0.06970509383378017,0.633312392896509,0.26881936038582144,73.11806396141786,gap_severity,reporting stopped mid-epidemic
Pakistan,1142,1088,12073.0,0,0.0,12,22,0,0,3,19.333333333333332,0.3723737764380991,0.001996007984031936,0.0,22.0,0.0,1.0071231617647058,0.3723737764380991,0.016343825665859554,0.01825567444173936,0.00015762541302899414,nonconformity,0.168951364441566,uniform,0.0,1.0,0.0,0.16785386029411764,0.3723737764380991,0.03268765133171911,0.608522481391312,0.26636341727915597,73.3636582720844,gap_severity,reporting stopped mid-epidemic
Fiji,1142,438,1854.0,0,0.0,19,8,0,0,0,0.0,1.7716589069007873,0.001996007984031936,0.0,8.0,0.0,0.0,1.7716589069007873,0.02052238805970146,0.014211795504198198,0.5907020297119334,marginal,0.6944017319776605,uniform,0.0,0.5714285714285714,0.0,0.0,1.0,0.04104477611940292,0.4737265168066066,0.26555732797252646,73.44426720274735,weekday_amp,cases reported in weekday batches
Croatia,1142,1046,11812.0,0,0.0,3,6,1,3,0,0.0,1.085882724148158,0.001996007984031936,0.0,6.0,3.0,0.0,1.085882724148158,0.0049443757725586845,0.009250893324451505,0.4501828626980622,acceptable,0.5024761872897765,uniform,0.0,0.42857142857142855,0.21428571428571427,0.0,1.0,0.009888751545117369,0.3083631108150502,0.26333003970109153,73.66699602989084,weekday_amp,cases reported in weekday batches
Kazakhstan,1142,1064,66121.0,2,59375.0,13,39,0,0,1,9.69516129032258,0.3077501615594719,0.059880239520958084,0.0018796992481203006,39.0,0.0,0.34328007518796994,0.3077501615594719,0.022633744855967072,0.016879658671552885,4.494446507279177e-05,nonconformity,0.9138332427197033,uniform,0.09398496240601503,1.0,0.0,0.057213345864661654,0.3077501615594719,0.045267489711934145,0.5626552890517629,0.25846440650420127,74.15355934957988,gap_severity,reporting stopped mid-epidemic
Brazil,1142,1088,287149.0,4,19796.0,15,4,0,0,2,6.892412685668407,0.8717023050410054,0.001996007984031936,0.003676470588235294,4.0,0.0,0.6714154411764706,0.8717023050410054,0.0,0.01813632845773172,2.2186717416002186e-05,nonconformity,0.6179049902177833,uniform,0.1838235294117647,0.2857142857142857,0.0,0.11190257352941176,0.8717023050410054,0.0,0.6045442819243907,0.25738979462127787,74.26102053787221,weekday_amp,cases reported in weekday batches
Niger,1142,237,301.0,1,4.0,0,0,0,0,2,9.428571428571429,0.31724792683913183,0.6207584830339321,0.004219409282700422,0.0,0.0,3.0822784810126582,0.31724792683913183,,0.03890059073862574,1.4174529851873042e-06,nonconformity,,insufficient-data,0.21097046413502107,0.0,0.0,0.5137130801687764,0.31724792683913183,,1.0,0.25510381632728285,74.48961836727172,dump_rate,batch releases of withheld cases
Kosovo,1142,876,4397.0,0,0.0,13,10,1,3,1,5.04,0.4221375737704832,0.001996007984031936,0.0,10.0,3.0,0.4169520547945205,0.4221375737704832,0.000696378830083548,0.02420691547384238,3.686661117591555e-06,nonconformity,0.3200587702879577,uniform,0.0,0.7142857142857143,0.21428571428571427,0.06949200913242008,0.4221375737704832,0.001392757660167096,0.8068971824614127,0.25358392449324546,74.64160755067546,gap_severity,reporting stopped mid-epidemic
Czechia,1142,1089,67107.0,5,6885.0,1,4,0,0,2,15.485312899106003,0.8537387651336289,0.001996007984031936,0.004591368227731864,4.0,0.0,0.6707988980716253,0.8537387651336289,0.01036269430051813,0.009963904413182704,0.08729275550735735,acceptable,0.378431526574404,uniform,0.2295684113865932,0.2857142857142857,0.0,0.11179981634527088,0.8537387651336289,0.02072538860103626,0.3321301471060902,0.2533169280017564,74.66830719982435,weekday_amp,cases reported in weekday batches
Syria,1142,699,905.0,0,0.0,1,4,2,4,2,6.241379310344827,0.27950245421980446,0.001996007984031936,0.0,4.0,4.0,1.0450643776824036,0.27950245421980446,0.25403225806451607,0.01390954607761697,0.03976589483574716,marginal,2.9838039104683503e-09,heaping,0.0,0.2857142857142857,0.2857142857142857,0.1741773962804006,0.27950245421980446,0.5080645161290321,0.4636515359205657,0.2531585175046996,74.68414824953004,heaping,counts rounded to 0 or 5
Jamaica,1142,929,1968.0,0,0.0,12,36,1,3,2,13.0,0.15322402027894033,0.8223552894211577,0.0,36.0,3.0,0.7863293864370291,0.15322402027894033,0.01717557251908395,0.013115754426946782,0.02935420065227559,marginal,0.8690645397425216,uniform,0.0,1.0,0.21428571428571427,0.13105489773950485,0.15322402027894033,0.0343511450381679,0.4371918142315594,0.25179695731292706,74.82030426870729,gap_severity,reporting stopped mid-epidemic
Eswatini,1142,684,1642.0,0,0.0,3,9,2,4,1,6.791666666666667,0.4329111468598822,0.001996007984031936,0.0,9.0,4.0,0.5339912280701754,0.4329111468598822,0.0,0.020109207354079835,0.0001685797134510595,nonconformity,0.9502939041882207,uniform,0.0,0.6428571428571429,0.2857142857142857,0.0889985380116959,0.4329111468598822,0.0,0.6703069118026612,0.2510875126065841,74.89124873934159,gap_severity,reporting stopped mid-epidemic
Singapore,1142,1026,39252.0,0,0.0,2,14,1,3,0,0.0,0.2683141822482691,0.001996007984031936,0.0,14.0,3.0,0.0,0.2683141822482691,0.0,0.017008933276803084,1.4185136266564527e-05,nonconformity,0.8427968925965297,uniform,0.0,1.0,0.21428571428571427,0.0,0.2683141822482691,0.0,0.5669644425601028,0.25073820660810264,74.92617933918973,gap_severity,reporting stopped mid-epidemic
Italy,1142,1109,229122.0,1,148.0,19,6,0,0,0,0.0,1.21608748837853,0.001996007984031936,0.0009017132551848512,6.0,0.0,0.0,1.21608748837853,0.014084507042253502,0.011664999190699231,0.023787530330928435,acceptable,0.20903317501910204,uniform,0.045085662759242556,0.42857142857142855,0.0,0.0,1.0,0.028169014084507005,0.38883330635664104,0.2469698642680709,75.30301357319291,weekday_amp,cases reported in weekday batches
Mozambique,1142,830,4947.0,1,16.0,7,14,0,0,1,5.3,0.29341704284215575,0.05389221556886228,0.0012048192771084338,14.0,0.0,0.4400602409638555,0.29341704284215575,0.01057401812688822,0.015769910238758574,0.00356356115060278,nonconformity,0.13640710724154312,uniform,0.06024096385542169,1.0,0.0,0.07334337349397592,0.29341704284215575,0.02114803625377644,0.5256636746252858,0.24651764439083482,75.34823556091652,gap_severity,reporting stopped mid-epidemic
Kuwait,1142,1000,6913.0,0,0.0,30,17,0,0,1,5.1042345276872965,0.3228289439758474,0.19161676646706588,0.0,17.0,0.0,0.36525,0.3228289439758474,0.0,0.02215915912574504,7.333957353497949e-08,nonconformity,0.9491772822889729,uniform,0.0,1.0,0.0,0.060875000000000005,0.3228289439758474,0.0,0.7386386375248347,0.24448752347261885,75.55124765273811,gap_severity,reporting stopped mid-epidemic
Zambia,1142,962,5555.0,0,0.0,26,9,0,0,6,10.4,0.45984233139019415,0.003992015968063872,0.0,9.0,0.0,2.278066528066528,0.45984233139019415,0.007510729613733891,0.011580560693767636,0.06897958436455309,acceptable,0.9929936275530983,uniform,0.0,0.6428571428571429,0.0,0.3796777546777547,0.45984233139019415,0.015021459227467782,0.3860186897922545,0.24391073771249666,75.60892622875033,gap_severity,reporting stopped mid-epidemic
Uganda,1142,785,21324.0,2,104.0,5,12,0,0,1,6.153846153846154,0.31933172937835264,0.07584830339321358,0.0025477707006369425,12.0,0.0,0.46528662420382166,0.31933172937835264,0.022943037974683528,0.011760869663720745,0.26308668187493817,acceptable,0.6002699577867985,uniform,0.12738853503184713,0.8571428571428571,0.0,0.07754777070063694,0.31933172937835264,0.045886075949367056,0.39202898879069153,0.24006542142158604,75.99345785784139,gap_severity,reporting stopped mid-epidemic
Panama,1142,1083,19722.0,0,0.0,37,9,0,0,0,0.0,0.8016895332188786,0.001996007984031936,0.0,9.0,0.0,0.0,0.8016895332188786,0.0,0.013480985967170393,0.04011457141101482,marginal,0.5114977640441303,uniform,0.0,0.6428571428571429,0.0,0.0,0.8016895332188786,0.0,0.4493661989056798,0.23915031135668718,76.08496886433129,weekday_amp,cases reported in weekday batches
Tajikistan,1142,352,407.0,0,0.0,2,4,1,6,0,0.0,0.22437728137275625,0.029940119760479042,0.0,4.0,6.0,0.0,0.22437728137275625,,0.08725095006921471,1.5699342474341153e-68,nonconformity,,insufficient-data,0.0,0.2857142857142857,0.42857142857142855,0.0,0.22437728137275625,,1.0,0.2244699404103183,77.55300595896817,fill_severity,series padded with a constant
Nigeria,1142,926,6158.0,1,30.0,15,6,0,0,2,7.583333333333333,0.6101184213962769,0.001996007984031936,0.0010799136069114472,6.0,0.0,0.7888768898488121,0.6101184213962769,0.01904761904761902,0.017582302543739062,0.00028039370180295693,nonconformity,0.38628024695632635,uniform,0.05399568034557236,0.42857142857142855,0.0,0.1314794816414687,0.6101184213962769,0.03809523809523804,0.5860767514579688,0.22134265909767473,77.86573409023254,weekday_amp,cases reported in weekday batches
Cote d'Ivoire,1142,877,2858.0,1,34.0,1,3,1,3,5,9.076923076923077,0.4910375889894598,0.001996007984031936,0.0011402508551881414,3.0,3.0,2.082383124287343,0.4910375889894598,0.0,0.010664640354678182,0.17109123518295055,acceptable,0.3423153747269568,uniform,0.05701254275940707,0.21428571428571427,0.21428571428571427,0.34706385404789053,0.4910375889894598,0.0,0.3554880118226061,0.21917783988432857,78.08221601156714,weekday_amp,cases reported in weekday batches
Timor-Leste,1142,268,532.0,1,5.0,2,4,1,3,0,0.0,0.36738256897011945,0.05788423153692615,0.0037313432835820895,4.0,3.0,0.0,0.36738256897011945,0.0,0.03138152911162289,0.006177563958736512,nonconformity,0.37243066362846405,uniform,0.18656716417910446,0.2857142857142857,0.21428571428571427,0.0,0.36738256897011945,0.0,1.0,0.2174208181813388,78.25791818186612,weekday_amp,cases reported in weekday batches
Turkey,1142,990,823225.0,0,0.0,13,16,0,0,0,0.0,0.10907622030667863,0.9161676646706587,0.0,16.0,0.0,0.0,0.10907622030667863,0.0,0.030067349533662358,3.3745229307320337e-16,nonconformity,8.925295325755601e-07,non-uniform,0.0,1.0,0.0,0.0,0.10907622030667863,0.0,1.0,0.2163614330460018,78.36385669539982,gap_severity,reporting stopped mid-epidemic
Afghanistan,1142,1069,3243.0,3,48.0,6,4,0,0,6,16.714285714285715,0.4811955858305914,0.001996007984031936,0.002806361085126286,4.0,0.0,2.050046772684752,0.4811955858305914,0.01746724890829693,0.009837387022582203,0.3084499300066947,acceptable,0.5714919805577336,uniform,0.1403180542563143,0.2857142857142857,0.0,0.3416744621141254,0.4811955858305914,0.03493449781659386,0.3279129007527401,0.2159870806102393,78.40129193897607,weekday_amp,cases reported in weekday batches
Germany,1142,1100,484345.0,0,0.0,6,4,0,0,0,0.0,0.9814633901804608,0.001996007984031936,0.0,4.0,0.0,0.0,0.9814633901804608,0.0013736263736263687,0.014379790734553878,0.015779409840552025,marginal,0.8716848738254572,uniform,0.0,0.2857142857142857,0.0,0.0,0.9814633901804608,0.0027472527472527375,0.4793263578184626,0.214455057187223,78.5544942812777,weekday_amp,cases reported in weekday batches
Latvia,1142,946,11992.0,0,0.0,4,4,0,0,2,5.777777777777778,0.8127668271425768,0.001996007984031936,0.0,4.0,0.0,0.7721987315010571,0.8127668271425768,0.024074074074074067,0.013037262735228055,0.006970395712851799,marginal,0.8507634299781279,uniform,0.0,0.2857142857142857,0.0,0.12869978858350953,0.8127668271425768,0.048148148148148134,0.43457542450760184,0.21302812866365808,78.69718713363419,weekday_amp,cases reported in weekday batches
Venezuela,1142,1027,4418.0,0,0.0,0,0,0,0,13,14.8,0.3817074675637767,0.001996007984031936,0.0,0.0,0.0,4.6234177215189876,0.3817074675637767,0.019927536231884035,0.019285029195806762,1.00961940115134e-05,nonconformity,0.4548445041491903,uniform,0.0,0.0,0.0,0.7705696202531646,0.3817074675637767,0.03985507246376807,0.6428343065268921,0.210961539368451,78.9038460631549,dump_rate,batch releases of withheld cases
Senegal,1142,746,1722.0,0,0.0,4,6,1,3,1,5.186046511627907,0.4315605258490399,0.001996007984031936,0.0,6.0,3.0,0.4896112600536193,0.4315605258490399,0.027217741935483854,0.017005408730811647,0.008012061641321813,nonconformity,0.0959260923044845,uniform,0.0,0.42857142857142855,0.21428571428571427,0.08160187667560322,0.4315605258490399,0.05443548387096771,0.5668469576937216,0.20991060227259914,79.00893977274008,weekday_amp,cases reported in weekday batches
Netherlands,1142,1097,380498.0,1,794.0,22,3,0,0,3,179.5,0.7664759268142292,0.001996007984031936,0.0009115770282588879,3.0,0.0,0.9988605287146763,0.7664759268142292,0.0,0.01707329501503331,1.419840619969275e-05,nonconformity,0.6999146901992672,uniform,0.04557885141294439,0.21428571428571427,0.0,0.1664767547857794,0.7664759268142292,0.0,0.5691098338344437,0.20965702135716946,79.03429786428305,weekday_amp,cases reported in weekday batches
